"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"1015",NA,"Jerry Stackhouse","SG",79,80,67,67,73,61,46,NA,1500,NA
"1016",NA,"Donald Royal","SF",79,66,66,66,71,71,57,1400,1200,NA
"1017",NA,"J.J Redick","SG",79,87,51,64,65,57,34,2000,1700,NA
"1018",NA,"Kenny Gattison","PF",79,44,71,37,62,66,85,900,1000,NA
"1019",NA,"Daniel Gibson","PG",79,84,64,71,77,63,41,2500,1200,NA
"1020",NA,"Jim Davis","C",79,50,69,42,57,65,88,900,800,NA
"1021",NA,"Marvin Williams","PF",79,73,70,55,72,61,70,4000,1100,NA
"1022",NA,"Corey Brewer","SF",79,70,64,60,79,74,42,NA,2200,NA
"1023",NA,"Giannis Antetokounmpo","SF",79,65,63,77,78,69,61,2500,2600,NA
"1024",NA,"Isaiah Thomas","PG",79,77,51,84,82,54,31,1100,1300,NA
"1025",NA,"Mike Conley","PG",79,70,48,82,81,66,34,1000,1200,NA
"1026",NA,"Paul Millsap","PF",79,57,72,58,71,79,68,1100,1300,NA
"1027",NA,"Kemba Walker","PG",79,77,53,80,81,61,40,1100,1200,NA
"1028",NA,"Dirk Nowitzki","PF",79,82,66,51,53,55,56,2000,2700,NA
"1029",NA,"Eric Bledsoe","PG",79,70,56,77,83,69,40,1100,1200,NA
"1030",NA,"Deandre Jordan","C",79,35,70,35,75,75,83,1000,1000,NA
"1031",NA,"Hassan Whiteside","C",79,48,70,33,69,72,84,1900,2500,NA
"1032",NA,"C.J. McCollum","SG",79,83,52,71,80,52,33,2200,2500,NA
"1033",NA,"Marc Gasol","C",79,63,69,56,64,75,59,1600,2000,NA
"1034",NA,"Sam Perkins","PF",79,75,69,42,60,70,65,NA,NA,NA
"1035",NA,"Vincent Askew","SG",79,72,64,73,72,68,62,NA,NA,NA
"1036",NA,"Drazen Petrovic","SG",79,86,56,62,68,54,41,NA,NA,NA
"1037",NA,"George Johnson","PF",79,63,73,50,67,72,70,NA,NA,NA
"1038",NA,"Dahntay Jones","SF",79,78,63,60,74,67,38,NA,NA,NA
"1039",NA,"Derek Harper","PG",79,78,57,80,77,72,34,NA,NA,NA
"1040",NA,"J.R. Smith","SG",79,78,65,67,79,64,42,NA,NA,NA
"1041",NA,"Greivis Vasquez","PG",79,77,58,87,71,57,44,NA,NA,NA
"1042",NA,"Anthony Morrow","SF",79,82,55,71,68,49,37,NA,NA,NA
"1043",NA,"Trevor Ariza","SF",79,66,65,60,73,76,52,NA,NA,NA
"1044",NA,"Marcus Thornton","PG",79,83,61,59,79,61,45,NA,NA,NA
"1045",NA,"Jarrett Jack","PG",79,82,55,83,74,58,42,NA,NA,NA
"1046",NA,"Rick Mahorn","C",79,46,64,35,56,71,83,NA,NA,NA
"1047",NA,"Reggie Williams","SF",79,73,68,70,71,69,51,750,800,NA
"1048",NA,"Brian Scalabrine","PF",79,86,58,60,58,57,57,NA,NA,NA
"1049",NA,"Sam Vincent","PG",79,70,50,82,73,60,43,1500,1300,NA
"1050",NA,"Mel Counts","C",79,68,72,48,57,52,86,NA,NA,NA
"1051",NA,"Steve Novak","SF",79,85,56,52,61,48,44,NA,NA,NA
"1052",NA,"James Posey","SF",79,78,61,61,78,77,51,NA,10000,NA
"1053",NA,"Bonzi Wells","SF",79,69,67,63,80,74,60,NA,NA,NA
"1054",NA,"Larry Drew","PG",79,79,50,84,74,64,35,800,800,NA
"1055",NA,"Will Perdue","C",79,45,63,38,52,68,86,NA,NA,NA
"1056",NA,"Trenton Hassell","SG",79,74,69,72,69,68,44,NA,1500,NA
"1057",NA,"Randy Breuer","C",79,51,70,39,54,64,81,NA,2000,NA
"1058",NA,"James Jones","SF",79,79,57,55,71,58,41,1000,1000,NA
"1059",NA,"George Hill","PG",79,76,57,81,80,62,46,NA,1500,NA
"1060",NA,"Ray Allen","SG",79,82,62,62,72,63,46,1500,2200,NA
"1061",NA,"Antoine Walker","SF",79,73,66,58,72,65,68,1500,1500,NA
"1062",NA,"Thaddeus Young","PF",79,71,74,52,75,66,76,NA,1500,NA
"1063",NA,"Andre Miller","PG",79,70,61,84,73,63,43,NA,2500,NA
"1064",NA,"Elton Brand","C",79,59,70,38,64,69,79,NA,2200,NA
"1065",NA,"Harrison Barnes","SF",79,72,67,57,80,63,56,1500,1600,NA
"1066",NA,"Joe Johnson","SF",79,79,60,62,71,53,39,1000,1000,NA
"1067",NA,"D.J. Augustin","PG",79,81,50,85,73,51,34,5000,4000,NA
"1068",NA,"Ricky Rubio","PG",79,71,48,88,72,70,49,2000,2500,NA
"1069",NA,"Raymond Felton","PG",79,77,58,82,77,59,45,2200,2500,NA
"1070",NA,"Kenny Anderson","PG",79,77,59,84,73,65,46,3000,1500,NA
"1071",NA,"Michael Finley","SF",79,74,71,69,82,62,51,1900,1500,NA
"1072",NA,"Victor Oladipo","SG",79,73,63,70,83,69,44,2000,1400,NA
"1073",NA,"Paul Pierce","SF",79,77,63,64,68,67,51,NA,NA,NA
"1074",NA,"Tom Tolbert","PF",79,66,73,46,64,62,82,1400,1500,NA
"1075",NA,"Mike Dunleavy","SF",79,79,58,64,66,59,47,1200,2500,NA
"1076",NA,"Matt Bonner","PF",79,81,54,50,59,60,48,3500,2900,NA
"1077",NA,"Joel Embiid","C",79,57,69,36,66,68,81,NA,2500,NA
"1078",NA,"Otto Porter","SF",79,80,65,56,69,64,68,1500,1200,NA
"1079",NA,"Jabari Parker","PF",79,71,78,60,76,65,57,2000,1500,NA
"1080",NA,"Dennis Schroder","PG",79,74,53,83,80,61,38,2800,1500,NA
"1081",NA,"D'Angelo Russell","PG",79,75,57,82,75,57,49,7000,2800,NA
"1082",NA,"Julius Randle","PF",79,55,73,71,77,58,83,5000,4500,NA
"1083",NA,"Zach Lavine","SG",79,75,66,75,77,54,47,5000,1700,NA
"1084",NA,"Devin Booker","SG",79,81,53,67,71,58,40,NA,1500,NA
"1085",NA,"Omri Casspi","SF",79,69,71,55,72,60,70,2700,2300,NA
"1086",NA,"Anthony Morrow","SF",79,86,55,58,66,49,37,2700,2400,NA
"1087",NA,"Jeff Teague","PG",79,75,57,87,80,69,39,NA,NA,NA
"1088",NA,"Rodney Hood","SG",79,86,63,61,67,68,39,NA,NA,NA
"1089",NA,"Michael Beasley","PF",79,76,71,61,71,74,70,NA,NA,NA
"1090",NA,"Nicolas Batum","SF",79,72,64,77,76,73,63,NA,NA,NA
"1091",NA,"Nick Young","SF",79,80,64,50,73,65,39,NA,NA,NA
"1092",NA,"Tyler Johnson","SG",79,80,59,70,72,58,46,NA,NA,NA
"1093",NA,"Mason Plumlee","C",79,51,76,62,70,69,78,NA,NA,NA
"1094",NA,"Goran Dragic","PG",79,80,57,83,76,64,44,NA,2400,NA
"1095",NA,"Enes Kanter","C",79,68,73,46,62,46,91,NA,NA,NA
"1096",NA,"Taj Gibson","PF",79,51,75,46,65,73,79,NA,2500,NA
"1097",NA,"Patrick Mills","PG",79,87,49,76,75,52,36,NA,2500,NA
"1098",NA,"Tim Frazier","PG",79,77,54,87,75,52,46,1000,1000,NA
"1099",NA,"Sean Kilpatrick","SG",79,87,61,65,70,44,45,NA,NA,NA
"1100",NA,"Aaron Gordon","PF",79,70,75,49,80,67,73,NA,NA,NA
"1101",NA,"Ryan Anderson","PF",79,83,71,47,54,58,64,NA,4000,NA
"1102",NA,"Evan Fournier","SG",79,78,57,72,68,61,39,NA,3000,NA
"1103",NA,"Troy Daniels","SG",79,86,52,60,70,50,45,NA,2000,NA
"1104",NA,"Louis Williams","SG",79,82,55,76,70,58,37,NA,1800,NA
"1105",NA,"Rondae Hollis-Jefferson","SF",79,60,70,47,77,72,84,NA,NA,NA
"1106",NA,"Sam Dekker","SF",79,78,65,53,73,57,56,2500,2000,NA
"1107",NA,"Marcus Morris","SF",79,78,68,45,70,67,78,NA,NA,NA
"1108",NA,"Dion Waiters","SG",79,79,66,70,75,65,40,NA,NA,NA
"1109",NA,"Nerlens Noel","C",79,52,72,62,71,76,82,NA,NA,NA
"1110",NA,"Cory Joseph","PG",79,79,55,80,73,68,47,NA,NA,NA
"1111",NA,"Tim Hardaway Jr.","SG",79,86,63,71,72,55,37,NA,NA,NA
"1112",NA,"Kentavious Caldwell-Pope","SG",79,84,58,72,75,67,41,NA,NA,NA
"1113",NA,"Seth Curry","SG",79,84,49,81,70,48,62,NA,NA,NA
"1114",NA,"Taurean Prince","SF",79,76,66,53,75,69,58,NA,NA,NA
"1115",NA,"Richaun Holmes","PF",79,72,72,48,66,63,78,NA,NA,NA
"1116",NA,"Vince Carter","SF",79,81,68,63,68,59,51,NA,NA,NA
"1117",NA,"Ivica Zubac","C",79,52,73,40,59,56,88,NA,NA,NA
"1118",NA,"Isaiah Whitehead","PG",79,83,65,79,74,62,50,NA,NA,NA
"1119",NA,"Justin Anderson","SF",79,76,66,52,83,69,70,NA,NA,NA
"1120",NA,"Bojan Bogdanovic","SF",79,81,65,57,71,57,46,NA,NA,NA
"1121",NA,"Tyler Ulis","PG",79,82,54,83,79,58,34,NA,NA,NA
"1122",NA,"Tony Snell","SF",79,82,58,55,72,69,65,NA,NA,NA
"1123",NA,"Jusuf Nurkic","C",79,53,67,65,58,68,88,NA,NA,NA
"1124",NA,"Kyle Korver","SG",78,83,50,64,60,62,42,NA,NA,NA
"1125",NA,"Jaylen Brown","SF",78,69,68,70,79,69,57,NA,NA,NA
"1126",NA,"Yogi Ferrell","PG",78,86,50,82,77,51,45,NA,NA,NA
"1127",NA,"Robert Covington","SF",78,66,63,62,71,69,81,NA,NA,NA
"1128",NA,"Jamal Murray","SG",78,81,56,65,75,56,44,2200,2000,NA
"1129",NA,"Allen Crabbe","SG",78,84,57,57,70,60,45,NA,NA,NA
"1130",NA,"Emmanuel Mudiay","PG",78,69,63,77,79,63,49,2000,1200,NA
"1131",NA,"Nikola Jokic","C",78,64,67,44,67,62,82,1100,1000,NA
"1132",NA,"Eric Gordon","SG",78,80,61,63,80,64,32,3800,1700,NA
"1133",NA,"Markieff Morris","PF",78,69,70,49,68,65,63,4000,1000,NA
"1134",NA,"Kent Bazemore","SF",78,71,58,64,78,69,54,2000,1800,NA
"1135",NA,"Charles Davis","SF",78,72,68,64,67,66,70,NA,NA,NA
"1136",NA,"Trevor Booker","PF",78,60,71,48,74,56,84,NA,NA,NA
"1137",NA,"Terrence Ross","SF",78,75,70,54,79,60,40,2000,2900,NA
"1138",NA,"T.J. Warren","SF",78,73,65,55,70,59,52,1000,1000,NA
"1139",NA,"Trevor Ariza","SF",78,61,63,60,73,76,52,1000,1000,NA
"1140",NA,"Jeremy Lin","PG",78,74,54,82,75,63,43,1000,1200,NA
"1141",NA,"Alton Lister","C",78,40,61,39,54,73,87,NA,NA,NA
"1142",NA,"Ervin Johnson","C",78,47,68,32,55,69,83,NA,NA,NA
"1143",NA,"Craig Hodges","PG",78,86,46,74,71,53,35,NA,NA,NA
"1144",NA,"Mike Dunleavy","PG",78,82,47,79,71,60,35,NA,NA,NA
"1145",NA,"Billy Thompson","SF",78,65,71,49,72,67,78,1100,1000,NA
"1146",NA,"Mike Miller","SG",78,82,54,70,68,60,55,3000,1300,NA
"1147",NA,"Aaron McKie","PG",78,78,64,78,75,66,45,NA,NA,NA
"1148",NA,"Gerald Green","SG",78,79,67,53,75,59,43,2000,1500,NA
"1149",NA,"Dave Corzine","C",78,63,68,47,50,60,86,NA,NA,NA
"1150",NA,"Kendrick Perkins","C",78,42,70,41,61,72,77,NA,NA,NA
"1151",NA,"John Thompson","C",78,45,72,33,54,63,82,NA,NA,NA
"1152",NA,"Leon Powe","C",78,46,69,38,68,67,86,NA,NA,NA
"1153",NA,"Joe Bryant","SF",78,70,71,59,65,65,73,800,800,NA
"1154",NA,"Keith Van Horn","SF",78,81,60,61,64,57,55,NA,NA,NA
"1155",NA,"Hubert Davis","SG",78,86,58,62,66,63,34,NA,NA,NA
"1156",NA,"Devean George","SF",78,77,61,54,75,68,48,NA,NA,NA
"1157",NA,"Sasha Vujacic","SG",78,80,51,75,74,60,48,NA,NA,NA
"1158",NA,"Jason Thompson","PF",78,52,63,41,57,66,85,NA,NA,NA
"1159",NA,"Todd Macculloch","C",78,47,68,31,49,63,84,NA,NA,NA
"1160",NA,"Darko Milicic","C",78,46,68,36,60,75,82,NA,NA,NA
"1161",NA,"John Salley","PF",78,47,68,39,63,66,79,NA,NA,NA
"1162",NA,"Charlie Villanueva","PF",78,74,68,49,56,55,78,NA,NA,NA
"1163",NA,"Bobby Jackson","PG",78,80,50,79,73,50,42,NA,NA,NA
"1164",NA,"Tyler Hansbrough","PF",78,55,70,41,69,64,80,NA,NA,NA
"1165",NA,"Damon Stoudamire","PG",78,81,48,80,76,51,39,NA,NA,NA
"1166",NA,"Steve Blake","PG",78,81,49,84,65,58,40,NA,NA,NA
"1167",NA,"Thabo Sefolosha","SF",78,63,61,52,68,75,53,NA,NA,NA
"1168",NA,"Derrick Favors","PF",78,48,75,41,71,67,70,1100,1000,NA
"1169",NA,"Pau Gasol","C",78,68,70,55,60,68,75,1500,1800,NA
"1170",NA,"Gordon Hayward","SF",78,75,61,65,73,61,52,1300,1500,NA
"1171",NA,"Khris Middleton","SG",78,79,62,66,65,67,41,1500,1500,NA
"1172",NA,"Al Horford","C",78,67,68,55,71,68,63,1000,1200,NA
"1173",NA,"Kevin Love","PF",78,69,71,57,73,54,77,1300,1500,NA
"1174",NA,"Anderson Varejao","C",78,62,66,47,68,72,79,1000,1000,NA
"1175",NA,"Tyronn Lue","PG",78,77,49,81,75,67,39,1000,900,NA
"1176",NA,"Josh McRoberts","PF",78,64,71,72,66,72,66,1000,1200,NA
"1177",NA,"Matt Geiger","C",78,66,69,34,54,60,82,900,1100,NA
"1178",NA,"Drew Gooden","PF",78,67,61,40,67,57,87,1000,1000,NA
"1179",NA,"Devin Harris","PG",78,75,53,82,78,56,37,1700,1500,NA
"1180",NA,"Shandon Anderson","SF",78,75,59,62,74,65,52,2800,1500,NA
"1181",NA,"Brendan Haywood","C",78,43,69,39,62,69,79,NA,1000,NA
"1182",NA,"Eduardo Najera","SF",78,81,53,62,64,58,55,NA,1000,NA
"1183",NA,"Jeff Turner","SF",78,82,59,48,61,63,62,1600,1400,NA
"1184",NA,"Robert Pack","PG",78,66,62,83,80,51,38,NA,900,NA
"1185",NA,"Chris Andersen","C",78,58,65,39,77,77,83,NA,2300,NA
"1186",NA,"Marco Belinelli","SG",78,86,56,67,61,55,35,NA,2500,NA
"1187",NA,"Gary Neal","SG",78,81,56,63,69,50,41,NA,NA,NA
"1188",NA,"Matt Bullard","PF",78,82,63,53,55,59,47,NA,1200,NA
"1189",NA,"Dee Brown","PG",78,78,64,72,78,64,42,NA,1500,NA
"1190",NA,"Dell Curry","SG",78,87,53,61,71,57,48,NA,3000,NA
"1191",NA,"Scott Brooks","PG",77,83,51,78,66,56,37,NA,1000,NA
"1192",NA,"Bryant Stith","SG",77,76,62,59,77,69,48,NA,1300,NA
"1193",NA,"Adrian Griffin","SG",77,72,61,62,75,68,61,NA,1000,NA
"1194",NA,"Jumaine Jones","SF",77,73,65,57,71,65,69,900,1000,NA
"1195",NA,"Howard Eisley","PG",77,81,48,81,71,52,38,2000,1500,NA
"1196",NA,"C.J. Miles","SF",77,77,62,60,70,63,43,2500,1500,NA
"1197",NA,"Donyell Marshall","PF",77,76,68,48,68,59,73,1500,1000,NA
"1198",NA,"Cliff Levingston","PF",77,58,66,41,64,63,83,1000,900,NA
"1199",NA,"Rajon Rondo","PG",77,62,52,87,81,72,56,1000,1000,NA
"1200",NA,"J.J Redick","SG",77,88,50,63,65,56,33,1000,1000,NA
"1201",NA,"Jae Crowder","SF",77,69,59,60,75,72,50,1000,1100,NA
"1202",NA,"Avery Bradley","SG",77,71,50,56,77,74,31,1000,1000,NA
"1203",NA,"Dwight Howard","C",77,38,70,34,73,71,76,1700,1800,NA
"1204",NA,"Brook Lopez","C",77,60,74,42,58,63,67,1000,1200,NA
"1205",NA,"Kenneth Faried","PF",77,42,69,42,74,65,83,1100,1100,NA
"1206",NA,"Danilo Gallinari","SF",77,75,64,58,68,58,54,1100,1200,NA
"1207",NA,"Rudy Gay","SF",77,76,68,54,73,59,56,1000,1200,NA
"1208",NA,"Reggie Jackson","PG",77,72,54,80,80,58,44,1000,1000,NA
"1209",NA,"Jonas Valanciunas","C",77,52,66,37,64,62,84,1100,1300,NA
"1210",NA,"Tony Parker","PG",77,76,55,78,76,63,36,1000,1000,NA
"1211",NA,"Andrew Wiggins","SF",77,65,64,53,80,67,41,1300,1500,NA
"1212",NA,"Jerry Sichting","PG",77,79,45,81,73,61,33,NA,NA,NA
"1213",NA,"Al-Farouq Aminu","SF",77,70,63,55,72,72,65,NA,NA,NA
"1214",NA,"Jud Buechler","SF",77,82,57,59,63,60,55,NA,NA,NA
"1215",NA,"Courtney Lee","SG",77,76,62,58,76,64,37,NA,NA,NA
"1216",NA,"Jon Barry","SG",77,85,49,72,66,48,37,NA,NA,NA
"1217",NA,"Mychael Thompson","C",77,50,69,39,52,68,80,NA,NA,NA
"1218",NA,"Jodie Meeks","SG",77,80,58,59,74,55,44,NA,NA,NA
"1219",NA,"Byron Scott","SG",77,80,58,56,76,64,39,NA,NA,NA
"1220",NA,"Kenny Gattison","PF",77,47,69,37,62,66,78,NA,NA,NA
"1221",NA,"Scott Williams","PF",77,56,61,35,52,57,88,NA,NA,NA
"1222",NA,"Luc Longley","C",77,51,64,42,56,71,66,NA,NA,NA
"1223",NA,"Jaren Jackson","SG",77,78,61,62,70,66,40,NA,2000,NA
"1224",NA,"Jared Dudley","SF",77,77,61,56,69,69,48,1000,1000,NA
"1225",NA,"Mark Bryant","PF",77,48,66,33,58,65,79,800,800,NA
"1226",NA,"Mario Chalmers","PG",77,75,51,75,76,71,38,2500,1000,NA
"1227",NA,"Spencer Hawes","C",77,69,68,53,61,58,78,NA,2000,NA
"1228",NA,"Myles Turner","C",77,59,69,37,66,63,76,900,2500,NA
"1229",NA,"Evan Turner","SF",77,71,62,78,75,64,58,4500,2200,NA
"1230",NA,"Tyrone Hill","PF",77,48,64,33,63,64,84,1100,2000,NA
"1231",NA,"Wilson Chandler","SF",77,70,67,57,75,67,61,4000,1300,NA
"1232",NA,"Doug McDermott","SF",77,78,67,47,62,52,43,1500,1300,NA
"1233",NA,"George Hill","PG",77,74,56,77,77,66,46,NA,1100,NA
"1234",NA,"Amir Johnson","PF",77,58,69,45,67,68,76,NA,1000,NA
"1235",NA,"Mirza Teletovic","PF",77,76,66,53,62,60,58,NA,1900,NA
"1236",NA,"Brandon Jennings","PG",77,79,53,76,75,60,37,NA,NA,NA
"1237",NA,"Kelly Olynyk","C",77,67,69,52,62,62,68,NA,NA,NA
"1238",NA,"Austin Rivers","PG",77,73,59,69,75,65,37,2200,1700,NA
"1239",NA,"Jeremy Lamb","SG",77,75,61,67,70,60,69,NA,2000,NA
"1240",NA,"Kyle O'Quinn","C",77,63,64,51,65,64,84,NA,NA,NA
"1241",NA,"Ersan Ilyasova","PF",77,70,65,51,62,68,85,NA,2000,NA
"1242",NA,"Elfrid Payton","PG",77,57,54,82,78,68,50,NA,2500,NA
"1243",NA,"Dario Saric","PF",77,73,68,63,70,58,78,NA,3500,NA
"1244",NA,"Boban Marjanovic","C",76,47,65,32,49,57,90,NA,NA,NA
"1245",NA,"David Wingate","SG",76,71,61,69,75,67,43,NA,NA,NA
"1246",NA,"Jordan Clarkson","PG",76,77,59,69,76,50,38,1000,2000,NA
"1247",NA,"George Lynch","SF",76,73,62,48,68,66,69,NA,1800,NA
"1248",NA,"Clint Richardson","SG",76,78,57,61,71,54,42,NA,3000,NA
"1249",NA,"Greg Smith","PF",76,63,65,63,78,69,73,NA,NA,NA
"1250",NA,"Damon Jones","SG",76,79,53,62,71,58,40,3000,1200,NA
"1251",NA,"Ryan Hollins","C",76,47,70,41,70,66,75,NA,1000,NA
"1252",NA,"Fred Hoiberg","SG",76,81,56,55,69,62,51,NA,1200,NA
"1253",NA,"Mark Madsen","PF",76,60,65,43,73,65,74,NA,1000,NA
"1254",NA,"John Paxson","PG",76,83,48,73,70,57,31,NA,NA,NA
"1255",NA,"Tony Allen","SG",76,65,60,60,79,75,44,NA,NA,NA
"1256",NA,"George Lynch","SF",76,69,61,48,68,72,69,NA,NA,NA
"1257",NA,"Anthony Bonner","PF",76,56,67,41,66,69,80,NA,NA,NA
"1258",NA,"Andre Iguodala","SF",76,58,61,71,79,77,40,1000,1200,NA
"1259",NA,"Bradley Beal","SG",76,73,60,67,77,61,41,1300,1200,NA
"1260",NA,"Victor Oladipo","SG",76,72,57,70,80,69,44,1500,1500,NA
"1261",NA,"Brandon Knight","PG",76,75,53,78,78,58,37,900,1000,NA
"1262",NA,"Serge Ibaka","PF",76,58,67,38,72,74,59,1300,1500,NA
"1263",NA,"Tyreke Evans","SF",76,73,56,78,78,63,52,1100,1200,NA
"1264",NA,"Derrick Rose","PG",76,72,54,77,86,60,40,1500,1600,NA
"1265",NA,"Kristaps Porzingis","PF",76,69,67,40,67,64,71,1800,1300,NA
"1266",NA,"Nikola Vucevic","C",76,61,71,47,64,58,72,1400,1700,NA
"1267",NA,"Jrue Holiday","PG",76,76,55,81,76,65,38,1000,1000,NA
"1268",NA,"Zach Randolph","PF",76,61,67,44,65,62,72,1000,1000,NA
"1269",NA,"Rudy Gobert","C",76,40,55,34,61,71,81,1200,900,NA
"1270",NA,"Michael Kidd-Gilchrist","SF",76,47,61,54,78,73,67,900,900,NA
"1271",NA,"Tristan Thompson","C",76,42,69,38,67,64,84,1100,1100,NA
"1272",NA,"Ben Simmons","SF",76,47,74,73,80,66,72,2000,2000,NA
"1273",NA,"Chandler Parsons","SF",76,76,61,65,70,62,52,1600,1500,NA
"1274",NA,"Nicolas Batum","SF",76,72,62,72,75,70,49,800,900,NA
"1275",NA,"J.J Hickson","C",76,44,72,41,68,63,81,1000,1000,NA
"1276",NA,"Steve Kerr","PG",76,85,44,75,69,58,32,1800,1500,NA
"1277",NA,"Jeremy Evans","PF",76,55,78,43,70,64,62,2000,1500,NA
"1278",NA,"Darko Milicic","C",76,46,65,36,60,75,80,1800,1300,NA
"1279",NA,"Kyle Korver","SG",76,80,50,68,59,61,46,3000,2400,NA
"1280",NA,"Greg Foster","PF",76,63,65,43,50,65,74,1800,1100,NA
"1281",NA,"Brian Shaw","PG",76,70,54,84,73,62,48,1100,1200,NA
"1282",NA,"Monty Williams","SF",76,55,64,67,73,68,63,NA,NA,NA
"1283",NA,"Sonny Weems","SG",76,74,71,62,71,64,47,NA,1000,NA
"1284",NA,"Matt Bonner","PF",76,79,54,50,59,60,48,NA,1500,NA
"1285",NA,"Brandon Ingram","SF",75,70,67,58,72,66,56,1700,2000,NA
"1286",NA,"Marcin Gortat","C",75,48,65,42,67,65,77,700,650,NA
"1287",NA,"Ricky Rubio","PG",75,69,47,85,71,68,47,1000,2000,NA
"1288",NA,"Ryan Anderson","PF",75,78,66,43,54,54,61,1200,900,NA
"1289",NA,"Manu Ginobili","SG",75,75,54,71,68,64,46,900,1000,NA
"1290",NA,"Enes Kanter","C",75,64,68,42,60,42,86,2500,1500,NA
"1291",NA,"Jeff Teague","PG",75,65,52,78,79,62,33,1000,950,NA
"1292",NA,"Thaddeus Young","PF",75,63,69,48,75,62,73,750,750,NA
"1293",NA,"Al Jefferson","C",75,59,71,47,61,60,69,1200,2500,NA
"1294",NA,"Tobias Harris","SF",75,68,66,58,70,58,60,800,1000,NA
"1295",NA,"Wesley Matthews","SG",75,72,63,64,75,65,35,800,1100,NA
"1296",NA,"Greg Monroe","C",75,48,70,52,64,61,76,1200,900,NA
"1297",NA,"Jahlil Okafor","C",75,55,74,46,69,53,64,1200,2000,NA
"1298",NA,"Jamal Crawford","SG",75,77,56,69,70,56,31,2000,1500,NA
"1299",NA,"Tony Allen","SG",75,46,57,52,78,82,54,800,1000,NA
"1300",NA,"Goran Dragic","PG",75,75,54,77,76,61,41,700,900,NA
"1301",NA,"Rodney Hood","SG",75,78,59,60,66,63,34,900,900,NA
"1302",NA,"Justin Hamilton","C",75,70,72,44,64,59,76,900,600,NA
"1303",NA,"Tim Frazier","PG",75,68,53,82,75,52,46,900,700,NA
"1304",NA,"Tim Hardaway Jr.","SG",75,76,59,70,72,55,35,1000,650,NA
"1305",NA,"Maurice Harkless","SF",75,58,67,48,73,64,71,900,600,NA
"1306",NA,"Jonathon Simmons","SG",75,71,69,59,69,69,57,900,600,NA
"1307",NA,"Rashad Vaughn","SG",75,76,61,52,76,59,39,1000,700,NA
"1308",NA,"Terrence Jones","PF",75,63,70,52,73,72,71,1200,700,NA
"1309",NA,"Nemanja Bjelica","PF",75,69,63,57,65,60,68,1300,700,NA
"1310",NA,"Willie Reed","PF",75,41,64,39,61,60,90,NA,NA,NA
"1311",NA,"Malcolm Brogdon","SG",75,74,60,79,73,71,75,NA,NA,NA
"1312",NA,"Montrezl Harrell","PF",75,53,79,35,68,53,68,NA,NA,NA
"1313",NA,"T.J. McConnell","PG",75,69,51,89,70,63,49,NA,NA,NA
"1314",NA,"James Johnson","SF",75,58,68,49,71,65,57,NA,1200,NA
"1315",NA,"Tyler Johnson","SG",75,78,57,61,72,58,46,NA,1800,NA
"1316",NA,"Sam Dekker","SF",75,70,61,53,73,57,56,NA,1500,NA
"1317",NA,"Wayne Ellington","SG",75,80,56,63,68,51,40,NA,1200,NA
"1318",NA,"Andrew Harrison","PG",75,79,53,76,73,54,41,NA,1300,NA
"1319",NA,"Troy Daniels","SG",75,81,50,60,70,50,45,NA,1100,NA
"1320",NA,"Nick Young","SF",75,76,62,50,73,65,39,900,800,NA
"1321",NA,"Marco Belinelli","SG",75,79,57,67,61,55,35,1000,800,NA
"1322",NA,"Glenn Robinson III","SF",75,74,65,50,70,56,48,1500,600,NA
"1323",NA,"Frank Kaminsky","C",75,71,66,46,61,61,60,3000,900,NA
"1324",NA,"Jamychal Green","PF",75,73,73,44,66,62,85,NA,NA,NA
"1325",NA,"Lavoy Allen","PF",75,64,68,46,66,57,71,NA,NA,NA
"1326",NA,"Marquese Chriss","PF",75,66,74,43,74,65,72,NA,NA,NA
"1327",NA,"Dejounte Murray","PG",75,70,65,80,72,61,46,NA,NA,NA
"1328",NA,"Juan Hernangomez","PF",75,72,66,53,67,62,80,NA,NA,NA
"1329",NA,"Alan Williams","PF",75,37,57,32,70,54,92,NA,NA,NA
"1330",NA,"Willie Cauley-Stein","C",74,44,62,35,70,71,81,NA,NA,NA
"1331",NA,"Hollis Thompson","SF",74,73,56,54,65,63,46,1000,700,NA
"1332",NA,"Ian Clark","SG",74,80,50,64,67,51,41,1800,600,NA
"1333",NA,"Dennis Schroder","PG",74,70,49,77,80,57,35,1300,2500,NA
"1334",NA,"J.R. Smith","SG",74,74,55,64,74,61,39,1500,1500,NA
"1335",NA,"Sergio Rodriguez","PG",74,70,49,81,69,58,38,1000,700,NA
"1336",NA,"Jabari Parker","PF",74,65,73,56,76,61,51,1400,1300,NA
"1337",NA,"Deron Williams","PG",74,74,58,80,76,59,36,800,900,NA
"1338",NA,"Harrison Barnes","SF",74,67,62,52,78,58,51,900,1000,NA
"1339",NA,"Nikola Jokic","C",74,58,60,39,64,57,77,800,700,NA
"1340",NA,"Will Barton","SG",74,72,60,68,72,57,53,600,700,NA
"1341",NA,"Kentavious Caldwell-Pope","SG",74,70,55,62,75,62,36,1100,700,NA
"1342",NA,"Jared Sullinger","C",74,59,66,58,66,61,80,4000,1200,NA
"1343",NA,"Steven Adams","C",74,41,60,37,65,70,68,1000,900,NA
"1344",NA,"Devin Booker","SG",74,74,50,63,71,54,36,1300,1000,NA
"1345",NA,"Kris Dunn","PG",74,66,58,77,76,66,46,900,1200,NA
