"","name","position","ovr","out","ins","pla","ath","def","reb","xbox","ps4","pc","NA"
"946",NA,"Kelly Olynyk (Dynamic)","C",76,80,72,50,67,62,65,NA,2000,8500
"947",NA,"Matthew Dellavedova (Dynamic)","PG",76,78,50,78,72,66,38,NA,4300,13000
"948",NA,"Taj Gibson (Dynamic)","PF",76,55,72,40,72,73,68,NA,3200,19000
"949",NA,"Michael Carter-Williams (Dynamic)","PG",76,70,63,78,74,73,53,NA,3500,20000
"950",NA,"Nerlens Noel (Dynamic)","C",76,51,69,45,74,76,75,NA,1400,10000
"951",NA,"Joel Embiid (Dynamic)","C",76,46,68,36,69,67,81,NA,1300,8500
"952",NA,"'00 Damon Stoudamire","PG",76,80,51,80,77,51,39,NA,2500,NA
"953",NA,"'01 Isaiah Rider","SG",76,79,68,60,78,58,48,NA,5500,NA
"954",NA,"Brandon Jennings (Dynamic)","PG",75,71,56,79,76,63,40,NA,3500,32000
"955",NA,"Tony Wroten (Dynamic)","PG",75,72,59,80,79,60,39,NA,1000,20000
"956",NA,"Pierre Jackson (Dynamic)","PG",75,72,55,72,80,56,35,NA,NA,7500
"957",NA,"Nikola Mirotic (Dynamic)","PF",75,74,69,57,75,67,68,NA,3000,15000
"958",NA,"John Henson (Dynamic)","C",75,50,74,42,66,72,74,NA,3000,8000
"959",NA,"David Lee (Dynamic)","PF",75,56,70,57,72,63,78,NA,1500,10000
"960",NA,"Tyler Johnson (Dynamic)","SG",75,82,58,60,73,57,43,NA,3300,9000
"961",NA,"Shelvin Mack (Dynamic)","PG",75,75,54,79,79,58,44,NA,4000,18000
"962",NA,"Lance Stephenson (Dynamic)","SG",75,71,64,70,79,68,59,NA,2900,12000
"963",NA,"Austin Rivers (Dynamic)","PG",75,71,60,71,78,63,37,NA,2500,12000
"964",NA,"Courtney Lee (Dynamic)","SG",75,77,61,58,76,61,37,NA,3000,9000
"965",NA,"Josh Richardson (Dynamic)","SG",75,75,60,58,75,67,40,NA,3700,13000
"966",NA,"Arron Afflalo (Dynamic)","SG",75,76,62,58,77,64,42,NA,5000,21000
"967",NA,"Jose Calderon (Dynamic)","PG",75,82,50,82,68,53,38,NA,3200,8300
"968",NA,"Channing Frye (Dynamic)","PF",75,88,60,43,63,63,62,NA,4500,NA
"969",NA,"Brandon Bass (Dynamic)","PF",75,62,76,46,74,63,66,NA,3000,10000
"970",NA,"Elfrid Payton (Dynamic)","PG",75,65,53,80,78,66,49,NA,2500,NA
"971",NA,"Bojan Bogdanovic (Dynamic)","SG",75,81,64,55,75,57,46,NA,3000,9600
"972",NA,"Dwight Powell (Dynamic)","C",75,67,67,55,70,63,77,NA,2500,10000
"973",NA,"Rodney Stuckey (Dynamic)","SG",75,73,63,66,76,59,42,NA,2700,18000
"974",NA,"Jordan Hill (Dynamic)","C",75,59,76,42,70,63,79,NA,2500,10000
"975",NA,"Emmanuel Mudiay (Dynamic)","PG",75,69,58,77,79,63,49,NA,3600,9500
"976",NA,"Javale McGee (Dynamic)","C",75,40,63,34,69,68,85,NA,3500,NA
"977",NA,"Darrell Arthur (Dynamic)","PF",75,74,67,43,72,69,60,NA,3000,NA
"978",NA,"Alex Len (Dynamic)","C",75,59,65,36,65,66,81,NA,3500,12000
"979",NA,"Joffrey Lauvergne (Dynamic)","PF",75,72,71,48,74,55,78,NA,6900,11000
"980",NA,"C.J. Miles (Dynamic)","SG",75,78,64,60,70,63,43,NA,2500,4900
"981",NA,"Donatas Motiejunas (Dynamic)","PF",75,71,70,48,64,59,68,NA,6000,9200
"982",NA,"Marcus Thornton (Dynamic)","SG",75,80,59,58,74,54,44,NA,3500,23000
"983",NA,"Terrence Ross (Dynamic)","SF",75,76,68,57,74,61,42,NA,5000,15000
"984",NA,"Norman Powell (Dynamic)","SG",75,80,55,57,77,69,55,NA,2900,6200
"985",NA,"Tyson Chandler (Dynamic)","C",75,36,66,43,69,73,80,NA,2000,18000
"986",NA,"Jon Leuer (Dynamic)","PF",75,79,68,49,71,57,76,NA,3500,6200
"987",NA,"Clint Capela (Dynamic)","C",75,34,66,37,76,71,87,NA,3700,9000
"988",NA,"Boris Diaw (Dynamic)","PF",75,75,69,71,67,66,58,NA,1600,7600
"989",NA,"Patrick Mills (Dynamic)","PG",75,80,50,76,75,53,37,NA,5000,7000
"990",NA,"Shabazz Muhammad (Dynamic)","SG",75,74,74,62,73,52,57,NA,2500,15500
"991",NA,"Andre Roberson (Dynamic)","SG",75,63,65,63,76,76,67,NA,2500,11000
"992",NA,"Jared Dudley (Dynamic)","SF",75,77,57,55,68,69,48,NA,2800,10300
"993",NA,"Gary Neal (Dynamic)","SG",75,80,59,63,72,49,41,NA,1700,6100
"994",NA,"Marreese Speights (Dynamic)","C",75,83,68,45,71,59,78,NA,3500,13200
"995",NA,"Ramon Sessions (Dynamic)","PG",75,78,57,79,75,53,43,NA,2400,12200
"996",NA,"P.J. Tucker","SF",75,69,63,54,78,71,60,1400,1000,1400
"997",NA,"'72 Dick Barnett","SG",75,76,59,71,72,69,40,NA,3000,NA
"998",NA,"'93 Dell Curry","SG",75,87,55,61,69,57,48,NA,1400,NA
"999",NA,"'01 Tyrone Hill","PF",75,51,65,35,68,68,80,NA,1200,NA
"1000",NA,"'85 Ricky Pierce","SF",75,75,62,65,74,57,47,NA,1000,2200
"1001",NA,"'85 Mike Dunleavy","PG",75,82,48,79,69,64,36,NA,1000,1300
"1002",NA,"'90 Craig Ehlo","SG",75,80,54,68,73,58,50,NA,2400,NA
"1003",NA,"'86 Kevin Willis","PF",75,56,66,31,68,58,82,NA,1500,NA
"1004",NA,"'08 Leon Powe","C",75,50,71,37,72,66,83,NA,900,NA
"1005",NA,"'86 Bill Walton","C",75,52,67,57,54,63,85,NA,2500,NA
"1006",NA,"'03 Shawn Bradley","C",75,53,70,31,48,71,75,NA,5000,NA
"1007",NA,"'98 Avery Johnson","PG",75,69,51,82,78,70,32,NA,1100,NA
"1008",NA,"'98 Vinny Del Negro","SG",75,79,49,72,71,66,39,NA,1200,NA
"1009",NA,"'00 Bonzi Wells","SF",75,69,65,63,79,72,60,NA,2500,NA
"1010",NA,"'00 Detlef Schrempf","SF",75,79,62,63,66,62,61,NA,1000,NA
"1011",NA,"Shabazz Muhammad","SG",75,74,75,64,73,53,59,1400,950,4000
"1012",NA,"Kevin Garnett","PF",75,60,70,54,61,70,74,1700,1500,3000
"1013",NA,"Jared Dudley","SF",75,78,55,56,68,73,47,1100,1100,1300
"1014",NA,"Terrence Jones","SF",75,63,72,52,73,72,69,3700,1000,4000
"1015",NA,"Donatas Motiejunas","PF",75,71,71,48,64,61,69,3600,1800,3000
"1016",NA,"James Johnson","SF",75,68,68,50,75,67,59,1100,900,2000
"1017",NA,"Josh Smith","PF",75,63,72,63,77,71,68,1500,1350,2000
"1018",NA,"Luis Scola","PF",75,61,72,46,64,61,80,1200,1000,1500
"1019",NA,"Tony Wroten","PG",75,72,59,80,79,60,39,1200,1000,1800
"1020",NA,"Amir Johnson","PF",75,71,71,44,67,64,70,1200,1000,1200
"1021",NA,"Iman Shumpert","SG",75,69,53,68,81,69,51,1900,1800,2000
"1022",NA,"O.J. Mayo","SG",75,74,62,65,76,61,42,1300,1100,1700
"1023",NA,"Aaron Brooks","PG",75,79,52,74,77,52,36,1700,1100,3000
"1024",NA,"Jordan Hill","C",75,62,74,42,70,63,78,1900,1100,2000
"1025",NA,"Emmanuel Mudiay","PG",75,61,61,73,80,64,59,1900,1400,1500
"1026",NA,"Thaddeus Young","PF",75,71,73,54,80,66,57,1500,1200,1500
"1027",NA,"Jarrett Jack","PG",75,77,58,77,72,57,39,1300,1100,2000
"1028",NA,"Courtney Lee","SG",75,81,56,59,76,60,36,1700,1300,1700
"1029",NA,"Brandan Wright","C",75,55,75,44,65,71,72,1400,1100,1900
"1030",NA,"Beno Udrih","PG",75,81,52,77,70,58,39,1200,1100,2200
"1031",NA,"Jeremy Lin","PG",75,74,55,76,75,63,40,1400,1100,2750
"1032",NA,"Jordan Clarkson","PG",75,77,58,77,79,55,44,1700,1200,2500
"1033",NA,"Robin Lopez","C",75,63,71,41,63,68,68,1500,1100,2000
"1034",NA,"Arron Afflalo","SG",75,78,61,57,78,65,41,1200,1000,1400
"1035",NA,"'95 Derek Harper","PG",75,78,57,78,72,64,34,NA,NA,NA
"1036",NA,"'83 Bobby Jones","PF",75,59,70,55,65,80,61,1000,900,NA
"1037",NA,"'94 Robert Horry","SF",75,74,67,56,70,65,61,NA,NA,NA
"1038",NA,"'08 Luis Scola","PF",75,62,71,45,65,62,76,1700,1800,NA
"1039",NA,"'08 Bobby Jackson","PG",75,79,50,79,74,50,42,NA,1000,NA
"1040",NA,"'15 Leandro Barbosa","SG",75,78,54,69,71,52,39,NA,NA,NA
"1041",NA,"'86 Charles Oakley","PF",75,57,60,47,68,62,89,NA,NA,NA
"1042",NA,"'11 Dejuan Blair","PF",75,48,71,47,71,58,87,3000,2000,NA
"1043",NA,"'08 Carl Landry","PF",75,56,71,39,73,57,75,1500,1200,NA
"1044",NA,"'82 Joe Bryant","SF",75,72,70,59,69,57,62,NA,NA,NA
"1045",NA,"'08 Kendrick Perkins","C",75,50,72,41,64,70,74,1700,2000,NA
"1046",NA,"'13 Mario Chalmers","PG",75,74,54,75,75,70,38,3000,2200,NA
"1047",NA,"'97 Shawn Bradley","C",75,53,70,31,48,71,75,NA,NA,NA
"1048",NA,"'98 Ron Harper","PG",75,74,61,69,76,75,45,NA,NA,NA
"1049",NA,"'91 A.C. Green","PF",75,69,64,41,77,72,72,NA,NA,NA
"1050",NA,"'07 Anderson Varejao","C",75,62,66,47,67,71,79,1500,2300,NA
"1051",NA,"'82 Rick Mahorn","C",75,51,69,36,69,67,77,NA,NA,NA
"1052",NA,"'06 Udonis Haslem","PF",75,62,71,42,66,58,77,3000,3000,NA
"1053",NA,"'06 Damon Stoudamire","PG",74,78,50,80,76,51,39,NA,NA,NA
"1054",NA,"'94 Robert Pack","PG",74,68,60,83,80,51,38,NA,NA,NA
"1055",NA,"'84 George Johnson","PF",74,74,69,47,68,66,68,NA,NA,NA
"1056",NA,"'00 Jermaine O'Neal","C",74,55,68,34,54,67,81,1800,1300,NA
"1057",NA,"'08 Glen Davis","PF",74,64,71,41,66,65,69,1400,2000,NA
"1058",NA,"'95 Greg Anthony","PG",74,75,50,77,76,58,35,NA,NA,NA
"1059",NA,"'94 Sam Cassell","PG",74,75,61,77,71,55,45,NA,NA,NA
"1060",NA,"Troy Daniels","SG",74,88,55,54,74,50,67,1000,1200,NA
"1061",NA,"'91 Sam Perkins","PF",74,77,66,43,64,66,70,NA,NA,NA
"1062",NA,"'91 Danny Ainge","SG",74,82,50,73,65,58,45,NA,NA,NA
"1063",NA,"'15 Shaun Livingston","PG",74,68,66,81,69,67,44,NA,NA,NA
"1064",NA,"'86 Manute Bol","C",74,49,66,32,50,74,70,NA,6500,NA
"1065",NA,"'08 Dikembe Mutombo","C",74,39,55,31,55,72,83,NA,1500,NA
"1066",NA,"'94 Bryant Stith","SG",74,75,63,59,81,68,48,NA,2500,NA
"1067",NA,"'91 B.J. Armstrong","PG",74,81,48,79,71,48,38,NA,4100,1900
"1068",NA,"'11 Channing Frye","PF",74,76,63,42,63,63,63,1700,1500,NA
"1069",NA,"T.J. McConnell (Dynamic)","PG",74,72,56,79,73,61,54,NA,1300,NA
"1070",NA,"'10 Dahntay Jones","SF",74,69,65,56,75,68,48,1500,1700,NA
"1071",NA,"'10 Kyle Korver","SG",74,85,52,61,64,58,48,4500,4000,NA
"1072",NA,"'98 Robert Horry","PF",74,72,69,56,68,68,71,NA,NA,NA
"1073",NA,"'87 A.C. Green","PF",74,68,66,41,78,65,76,NA,NA,NA
"1074",NA,"'96 Ron Harper","PG",74,73,61,70,77,69,43,NA,NA,NA
"1075",NA,"Kristaps Porzingis","PF",74,70,68,43,69,69,71,2000,3000,4000
"1076",NA,"Julius Randle","PF",74,55,73,61,75,59,66,1500,1100,1500
"1077",NA,"Brandon Bass","PF",74,70,73,46,74,61,66,1200,1000,2200
"1078",NA,"Aaron Gordon","PF",74,64,71,46,79,68,68,1300,1100,NA
"1079",NA,"C.J. Watson","PG",74,75,51,77,73,61,42,1100,1000,NA
"1080",NA,"Cody Zeller","PF",74,58,66,45,77,62,70,1200,1000,1100
"1081",NA,"Trevor Booker","PF",74,71,70,49,78,56,72,1400,1000,1300
"1082",NA,"Thabo Sefolosha","SF",74,62,59,53,70,76,61,1300,900,1500
"1083",NA,"Andrea Bargnani","PF",74,77,74,46,62,56,57,1200,1000,1200
"1084",NA,"Cory Joseph","PG",74,76,54,76,71,63,47,1200,1000,1200
"1085",NA,"Jusuf Nurkic","C",74,53,66,29,56,62,87,1200,1000,1500
"1086",NA,"Jodie Meeks","SG",74,78,58,57,77,60,39,1400,1500,1200
"1087",NA,"Ersan Ilyasova","PF",74,81,65,50,66,65,70,1300,1300,2200
"1088",NA,"Alexis Ajinca","C",74,59,67,41,54,59,84,1100,950,1800
"1089",NA,"Patrick Mills","PG",74,79,49,78,75,53,37,NA,1500,2000
"1090",NA,"Boris Diaw","PF",74,76,68,69,67,65,59,1200,1100,1300
"1091",NA,"John Henson","C",74,42,70,42,66,71,76,1300,1100,1400
"1092",NA,"Marcus Smart","PG",74,70,55,73,83,69,49,1300,1000,1700
"1093",NA,"Kelly Olynyk","C",74,75,69,47,63,59,67,1200,1100,1500
"1094",NA,"Evan Turner","SF",74,74,59,69,73,61,59,1200,1000,1400
"1095",NA,"Robert Covington","SF",74,72,62,61,74,64,58,1000,1000,1100
"1096",NA,"Carl Landry","PF",74,60,73,38,72,59,67,1200,1000,1200
"1097",NA,"Justise Winslow","SF",74,59,61,63,78,72,56,1100,1000,1500
"1098",NA,"Steven Adams","C",74,49,66,42,69,69,75,1200,1000,2000
"1099",NA,"J.J. Barea","PG",74,75,53,78,73,50,42,1200,900,1200
"1100",NA,"Anthony Morrow","SF",74,87,58,59,64,50,41,3900,1500,2000
"1101",NA,"Devin Harris","PG",74,73,52,79,73,54,35,1500,1000,1800
"1102",NA,"Leandro Barbosa","SG",74,77,54,65,71,52,39,2200,1500,2000
"1103",NA,"Willie Cauley-Stein","C",74,37,57,36,73,79,68,1400,1000,1500
"1104",NA,"Lance Stephenson","SG",74,62,65,76,80,67,59,1500,1100,2000
"1105",NA,"Patrick Patterson","PF",74,74,71,43,74,61,62,1000,1000,1300
"1106",NA,"Gorgui Dieng","C",74,60,69,43,72,65,76,1200,1000,1200
"1107",NA,"'00 Stacey Augmon","SG",74,68,65,58,75,74,57,NA,1000,NA
"1108",NA,"'91 Sarunas Marciulionis","SG",74,73,62,59,82,59,43,NA,2200,NA
"1109",NA,"'08 Sam Cassell","PG",74,76,53,81,70,62,44,NA,1200,NA
"1110",NA,"'85 Alton Lister","C",74,45,59,39,61,68,85,NA,1500,NA
"1111",NA,"'77 Darryl Dawkins","C",74,49,75,36,71,55,76,NA,1100,NA
"1112",NA,"'86 Spud Webb","PG",74,68,60,85,80,48,41,NA,2000,NA
"1113",NA,"'93 Johnny Newman","SF",74,75,67,53,69,59,40,NA,1100,NA
"1114",NA,"Gerald Henderson","SG",74,71,65,70,75,62,42,1300,1000,1400
"1115",NA,"Alex Len","C",74,57,63,34,65,67,80,1400,1000,1600
"1116",NA,"Andray Blatche","C",74,67,71,47,68,64,77,1400,1100,1100
"1117",NA,"Carlos Boozer","PF",74,60,69,45,66,60,77,1400,1200,1300
"1118",NA,"Ray Allen","SG",74,80,62,58,64,69,43,2200,2000,4000
"1119",NA,"Maurice Harkless (Dynamic)","SF",74,69,62,48,76,67,68,NA,3200,7500
"1120",NA,"Allen Crabbe (Dynamic)","SF",74,82,61,58,72,54,44,NA,4500,10200
"1121",NA,"Kevin Garnett (Dynamic)","PF",74,58,71,57,61,70,68,NA,2900,15000
"1122",NA,"Andre Miller (Dynamic)","PG",74,73,63,80,70,63,42,NA,2000,8500
"1123",NA,"Kyle Anderson (Dynamic)","SF",74,72,60,75,69,57,57,NA,2500,8000
"1124",NA,"Luis Scola (Dynamic)","PF",74,72,73,44,64,61,72,NA,3400,22000
"1125",NA,"Terrence Jones (Dynamic)","SF",74,71,70,52,75,72,64,NA,3000,9200
"1126",NA,"Solomon Hill (Dynamic)","SF",74,73,59,51,74,66,57,NA,3900,10000
"1127",NA,"Omer Asik (Dynamic)","C",74,45,63,38,65,66,82,NA,2200,11300
"1128",NA,"Norris Cole (Dynamic)","PG",74,76,55,76,74,66,41,NA,2100,14000
"1129",NA,"Jodie Meeks (Dynamic)","SG",74,78,58,57,77,60,39,NA,4000,17000
"1130",NA,"Ersan Ilyasova (Dynamic)","PF",74,80,66,50,66,65,69,NA,3900,7800
"1131",NA,"Stanley Johnson (Dynamic)","SF",74,72,56,52,75,69,61,NA,3000,9300
"1132",NA,"P.J. Tucker (Dynamic)","SF",74,66,63,55,78,70,58,NA,2000,8000
"1133",NA,"Sean Kilpatrick (Dynamic)","SG",74,83,60,53,73,42,35,NA,NA,NA
"1134",NA,"'01 Ron Harper","PG",74,73,60,68,76,74,46,NA,2000,NA
"1135",NA,"'00 Muggsy Bogues","PG",74,76,49,84,77,55,39,NA,2000,NA
"1136",NA,"Andray Blatche (Dynamic)","C",74,67,71,47,68,64,77,NA,NA,14000
"1137",NA,"Carlos Boozer (Dynamic)","PF",74,60,69,45,66,60,77,NA,NA,9000
"1138",NA,"Jusuf Nurkic (Dynamic)","C",74,55,66,32,58,62,84,NA,3300,14000
"1139",NA,"Salah Mejri (Dynamic)","C",74,53,67,31,62,65,79,NA,3300,17000
"1140",NA,"C.J. Watson (Dynamic)","PG",74,75,51,77,73,61,40,NA,3000,NA
"1141",NA,"Lance Thomas (Dynamic)","SF",74,74,65,51,71,63,41,NA,4000,10500
"1142",NA,"Devin Harris (Dynamic)","PG",74,74,51,77,73,56,38,NA,2500,5000
"1143",NA,"Kyle O'Quinn (Dynamic)","C",74,69,65,53,72,64,80,NA,2500,7500
"1144",NA,"Derrick Williams (Dynamic)","SF",74,73,71,55,81,59,60,NA,3800,7200
"1145",NA,"Raul Neto (Dynamic)","PG",74,77,53,74,76,62,37,NA,8500,8500
"1146",NA,"Trey Burke (Dynamic)","PG",74,75,52,78,72,56,40,NA,4300,10000
"1147",NA,"Vince Carter (Dynamic)","SF",74,78,65,61,69,59,53,NA,5000,18000
"1148",NA,"Thabo Sefolosha (Dynamic)","SF",74,69,59,51,70,73,54,NA,4000,5200
"1149",NA,"Iman Shumpert (Dynamic)","SG",74,69,50,64,81,69,54,NA,5000,10000
"1150",NA,"Doug Mcdermott (Dynamic)","SF",74,81,71,47,67,52,43,NA,4500,9000
"1151",NA,"Brandan Wright (Dynamic)","C",74,55,74,45,65,69,72,NA,4500,7000
"1152",NA,"Beno Udrih (Dynamic)","PG",74,78,55,77,70,57,39,NA,2900,15000
"1153",NA,"Cole Aldrich (Dynamic)","C",74,51,67,44,60,65,84,NA,3200,8000
"1154",NA,"Paul Pierce (Dynamic)","SF",74,76,63,55,69,64,52,NA,2500,16500
"1155",NA,"Marcus Smart (Dynamic)","PG",74,68,56,72,83,71,53,NA,1500,8000
"1156",NA,"Jerryd Bayless (Dynamic)","PG",74,78,52,72,76,50,38,NA,3000,12000
"1157",NA,"Bobby Portis (Dynamic)","PF",74,73,65,47,66,56,77,NA,4900,5500
"1158",NA,"Carl Landry (Dynamic)","PF",74,65,72,40,72,59,68,NA,1700,5500
"1159",NA,"'00 Alvin Williams","PG",74,72,63,79,68,67,43,NA,2500,NA
"1160",NA,"'91 Tyrone Hill","PF",74,50,64,33,68,64,84,NA,2500,NA
"1161",NA,"'91 Alton Lister","C",73,43,58,39,56,69,83,NA,1200,NA
"1162",NA,"Ty Lawson (Dynamic)","PG",73,66,52,82,79,59,38,NA,5000,80000
"1163",NA,"Robert Covington (Dynamic)","SF",73,68,62,62,74,67,65,NA,1200,8000
"1164",NA,"Isaiah Canaan (Dynamic)","PG",73,77,50,71,79,51,39,NA,1800,8700
"1165",NA,"Jerami Grant (Dynamic)","SF",73,57,64,45,76,75,58,NA,1500,5500
"1166",NA,"Miles Plumlee (Dynamic)","C",73,46,69,39,76,68,74,NA,3500,7000
"1167",NA,"Josh Smith (Dynamic)","PF",73,56,69,60,76,70,67,NA,3000,25000
"1168",NA,"Timofey Mozgov (Dynamic)","C",73,59,69,37,66,68,70,NA,4500,10000
"1169",NA,"Mo Williams (Dynamic)","PG",73,81,52,75,72,47,38,NA,3400,9100
"1170",NA,"Richard Jefferson (Dynamic)","SF",73,77,63,58,70,65,44,NA,2500,7200
"1171",NA,"E'Twaun Moore (Dynamic)","SG",73,74,60,64,75,56,39,NA,2500,5800
"1172",NA,"Anderson Varejao (Dynamic)","C",73,59,65,50,63,70,74,NA,2300,8700
"1173",NA,"Tim Hardaway Jr (Dynamic)","SG",73,73,59,70,76,54,36,NA,2600,20000
"1174",NA,"Mike Scott (Dynamic)","PF",73,73,72,42,69,63,62,NA,2600,15500
"1175",NA,"Tiago Splitter (Dynamic)","C",73,48,68,39,69,71,66,NA,2000,9000
"1176",NA,"Wesley Johnson (Dynamic)","SF",73,70,65,49,76,61,49,NA,5000,15000
"1177",NA,"Chris Andersen (Dynamic)","C",73,54,58,39,68,73,79,NA,2000,9500
"1178",NA,"Gerald Green (Dynamic)","SG",73,69,68,53,78,59,43,NA,10000,18500
"1179",NA,"Dante Exum (Dynamic)","PG",73,66,51,78,77,65,38,NA,3000,10000
"1180",NA,"Trevor Booker (Dynamic)","PF",73,62,67,48,78,56,81,NA,2500,7500
"1181",NA,"Joe Ingles (Dynamic)","SF",73,75,59,59,67,63,48,NA,2400,11000
"1182",NA,"Omri Casspi (Dynamic)","SF",73,70,68,46,69,56,63,NA,2200,8000
"1183",NA,"Kosta Koufos (Dynamic)","C",73,52,70,39,63,63,79,NA,3800,15000
"1184",NA,"Justin Anderson (Dynamic)","SF",73,69,55,51,85,70,58,NA,2700,11000
"1185",NA,"Andrew Nicholson (Dynamic)","PF",73,77,68,50,64,61,67,NA,2800,NA
"1186",NA,"Jason Smith (Dynamic)","C",73,71,67,38,66,64,59,NA,2300,NA
"1187",NA,"Roy Hibbert (Dynamic)","C",73,52,63,42,61,70,64,NA,3500,9500
"1188",NA,"Andrea Bargnani (Dynamic)","PF",73,73,74,43,62,55,55,NA,4400,9600
"1189",NA,"Thomas Robinson (Dynamic)","PF",73,42,63,42,80,59,84,NA,2500,6500
"1190",NA,"Rondae Hollis-Jefferson (Dynamic)","SF",73,54,59,43,80,73,71,NA,2500,7600
"1191",NA,"J.J. Hickson (Dynamic)","C",73,48,72,41,73,63,79,NA,4000,6500
"1192",NA,"Ryan Hollins (Dynamic)","C",73,48,71,41,76,66,65,NA,NA,NA
"1193",NA,"Reggie Evans (Dynamic)","PF",73,44,57,36,72,62,89,NA,NA,NA
"1194",NA,"Donald Sloan (Dynamic)","PG",73,72,54,76,71,60,41,NA,2500,NA
"1195",NA,"Jeff Withey (Dynamic)","C",73,59,68,42,64,65,76,NA,2000,NA
"1196",NA,"James Johnson (Dynamic)","SF",73,64,68,50,75,65,53,NA,3500,15500
"1197",NA,"Aron Baynes (Dynamic)","C",73,61,68,44,61,61,82,NA,2900,14000
"1198",NA,"Corey Brewer (Dynamic)","SF",73,67,59,53,74,72,43,NA,3500,18000
"1199",NA,"Kevin Martin (Dynamic)","SG",73,73,60,66,69,57,38,NA,3800,12000
"1200",NA,"Gerald Henderson (Dynamic)","SG",73,74,62,61,75,63,46,NA,2200,10500
"1201",NA,"Chris Kaman (Dynamic)","C",73,58,68,41,57,61,65,NA,7000,9000
"1202",NA,"Meyers Leonard (Dynamic)","C",73,77,59,40,67,56,64,NA,2200,35000
"1203",NA,"Dion Waiters (Dynamic)","SG",73,73,62,62,76,64,39,NA,4050,19000
"1204",NA,"Cameron Payne (Dynamic)","PG",73,76,53,72,73,55,39,NA,4000,8800
"1205",NA,"Kris Humphries (Dynamic)","PF",73,79,63,41,75,60,75,NA,2100,9000
"1206",NA,"Garrett Temple (Dynamic)","SG",73,71,54,64,71,70,45,NA,3000,9550
"1207",NA,"Donald Sloan","PG",73,71,55,78,71,59,40,1300,1100,NA
"1208",NA,"Reggie Evans","PF",73,44,57,36,72,62,89,1100,900,NA
"1209",NA,"Rasual Butler","SG",73,80,57,52,66,64,47,1200,1000,NA
"1210",NA,"Tayshaun Prince","SF",73,69,63,52,66,69,54,1600,1100,NA
"1211",NA,"Samuel Dalembert","C",73,49,61,37,60,72,80,1000,1000,NA
"1212",NA,"Jason Richardson","SG",73,75,68,60,69,61,54,1200,1000,NA
"1213",NA,"Jermaine O'Neal","C",73,55,68,36,54,67,76,1300,1100,NA
"1214",NA,"Al-Farouq Aminu","SF",73,62,61,53,76,69,68,1200,950,3000
"1215",NA,"Gary Neal","SG",73,78,56,67,72,49,42,1200,1000,1100
"1216",NA,"'03 Raef Lafrentz","C",73,71,67,45,63,63,69,NA,1500,NA
"1217",NA,"'71 Jon McGlocklin","SG",73,85,52,65,66,57,37,NA,1800,NA
"1218",NA,"'89 Bill Cartwright","C",73,56,66,34,55,67,69,NA,1250,NA
"1219",NA,"'91 Rod Higgins","SF",73,74,64,51,70,61,56,NA,1500,NA
"1220",NA,"'86 Scott Wedman","SF",73,77,58,47,74,64,48,NA,2000,NA
"1221",NA,"'00 Greg Anthony","PG",73,74,50,77,76,56,37,NA,1700,NA
"1222",NA,"Zach Lavine","PG",73,72,63,75,80,53,45,2100,2000,1200
"1223",NA,"Andre Miller","PG",73,71,62,82,70,64,44,1400,900,2000
"1224",NA,"'00 Charles Oakley","PF",73,75,58,48,67,75,73,NA,2000,NA
"1225",NA,"'03 Raja Bell","SG",73,68,53,63,81,63,49,NA,3000,NA
"1226",NA,"Nick Collison","PF",73,64,66,50,69,66,70,1000,1000,1500
"1227",NA,"Matt Barnes","SF",73,69,57,50,76,70,51,1100,1100,2500
"1228",NA,"Dion Waiters","SG",73,69,61,63,76,65,38,1300,1000,2300
"1229",NA,"Omri Casspi","SF",73,70,66,49,69,55,60,1000,1000,1300
"1230",NA,"Mitch McGary","C",73,52,65,38,73,62,78,1000,1000,1600
"1231",NA,"Mike Dunleavy","SF",73,83,55,57,62,58,49,1400,1200,5000
"1232",NA,"Zaza Pachulia","C",73,60,61,48,58,71,81,1000,1000,1500
"1233",NA,"Marco Belinelli","SG",73,83,54,67,65,55,40,2200,1100,2000
"1234",NA,"D.J. Augustin","PG",73,76,52,80,75,48,34,1400,1100,1300
"1235",NA,"Ben McLemore","SG",73,77,61,61,76,56,37,2000,1000,1900
"1236",NA,"Chris Andersen","C",73,53,58,39,68,73,75,1000,1000,1500
"1237",NA,"Austin Rivers","PG",73,70,58,76,78,56,39,1300,1000,1900
"1238",NA,"Terrence Ross","SF",73,76,64,58,74,61,43,3000,2000,2700
"1239",NA,"Shaun Livingston","PG",73,65,66,81,68,67,44,2200,1400,1900
"1240",NA,"Greivis Vasquez","PG",73,78,58,79,68,58,44,1100,1000,1800
"1241",NA,"Stanley Johnson","SF",73,64,56,52,75,72,55,1200,2000,1400
"1242",NA,"Kentavious Caldwell-Pope","SG",73,74,57,67,76,54,40,NA,1500,2000
"1243",NA,"Marcus Morris","SF",73,73,63,44,67,62,58,NA,1200,1200
"1244",NA,"Will Barton","SG",73,69,62,71,73,59,53,1300,1000,1200
"1245",NA,"J.J. Hickson","C",73,47,71,40,72,62,82,1300,950,3400
"1246",NA,"Myles Turner","C",73,63,67,42,67,61,75,1400,1000,2400
"1247",NA,"Solomon Hill","SF",73,73,58,52,73,65,50,1200,900,5500
"1248",NA,"Ian Mahinmi","C",73,42,68,40,68,70,76,1300,950,2000
"1249",NA,"C.J. Miles","SG",73,77,60,59,69,63,43,1200,1000,2000
